1586528846, 50, 1.3, 0, 0
1586528876, 51.407, 1.28, 0, 0
1586528906, 52.8612, 1.11, 0, 0
1586528937, 54.6643, 0.8, 2, 0
1586528966, 57.099399999999996, 1.04, 0, 0
1586528997, 59.064099999999996, 1.26, 0, 0
1586529027, 60.596199999999996, 0.76, 6, 0
1586529057, 63.140699999999995, 0.54, 12, 0
1586529087, 66.1398, 2.43, 0, 3
1586529117, 65.35459999999999, 2.68, 0, 3
1586529147, 64.06259999999999, 2.47, 0, 3
1586529178, 63.18589999999999, 2.71, 0, 3
1586529208, 61.822099999999985, 2.49, 0, 3
1586529238, 60.893399999999986, 2.88, 0, 4
1586529268, 59.175899999999984, 2.69, 0, 4
1586529298, 57.831499999999984, 2.71, 0, 4
1586529328, 56.43999999999998, 2.62, 0, 4
1586529358, 55.22229999999998, 2.7, 0, 4
1586529388, 53.83759999999999, 2.87, 0, 4
1586529418, 52.104199999999985, 2.75, 0, 4
1586529449, 50.60329999999998, 2.51, 0, 5
1586529478, 49.57729999999998, 2.18, 0, 5
1586529508, 49.20949999999998, 2.02, 0, 5
1586529538, 49.161499999999975, 1.9, 0, 5
1586529568, 49.35449999999998, 1.76, 0, 5
1586529599, 49.829899999999974, 2.08, 0, 5
1586529628, 49.66449999999997, 2.03, 0, 5
1586529658, 49.59879999999997, 2.11, 0, 5
1586529688, 49.37199999999997, 2.16, 0, 5
1586529718, 48.902899999999974, 2.27, 0, 5
1586529748, 48.351099999999974, 2.16, 0, 5
1586529779, 48.01769999999998, 2.25, 0, 5
1586529809, 47.501799999999974, 2.17, 0, 5
1586529839, 47.14419999999997, 1.93, 0, 5
1586529869, 47.26729999999997, 2.22, 0, 5
1586529899, 46.80819999999997, 2.04, 0, 5
1586529929, 46.70869999999997, 1.52, 0, 5
1586529959, 47.653999999999975, 1.79, 0, 5
1586529988, 48.06139999999998, 1.42, 0, 0
1586530019, 49.214599999999976, 0.86, 0, 0
1586530049, 51.49919999999998, 0.65, 0, 0
1586530080, 54.21729999999998, 1.3, 0, 4
1586530110, 55.64239999999998, 1.62, 0, 4
1586530140, 56.43129999999998, 1.91, 0, 4
1586530170, 56.64109999999998, 2.08, 0, 4
1586530201, 56.51009999999999, 1.99, 0, 4
1586530231, 56.55919999999999, 1.71, 0, 4
1586530261, 57.171199999999985, 1.83, 0, 4
1586530291, 57.54489999999999, 1.91, 0, 4
1586530321, 57.75949999999999, 2.1, 0, 4
1586530351, 57.593099999999986, 2.15, 0, 4
1586530381, 57.32519999999999, 2.13, 0, 4
1586530410, 57.09599999999999, 1.85, 0, 4
1586530440, 57.428299999999986, 1.37, 0, 0
1586530471, 58.726899999999986, 0.96, 4, 0
1586530501, 60.855899999999984, 0.58, 10, 0
1586530531, 63.75909999999998, 0.55, 6, 10
1586530561, 66.73679999999997, 1.12, 0, 9
1586530591, 68.58329999999998, 1.38, 0, 0
1586530621, 69.91599999999997, 1.17, 0, 0
1586530650, 71.67699999999996, 0.91, 1, 0
1586530681, 73.96889999999998, 0.55, 0, 1
1586530710, 76.99529999999999, 0.39, 0, 0
1586530741, 80.35779999999998, 0.42, 0, 0
1586530770, 83.67609999999998, 0.5, 0, 0
